PROJECT_ID,LEARNER_ID,SEQUENCE_NO,COMPANY_ID,COMPANY_NAME,POSITION_ID,PROJECT_NAME,DESCRIPTION,START_DATE,END_DATE,VERIFY_ID,CREATE_BY,CREATE_DATE,UPDATE_BY,UPDATE_DATE
PRJF200EE75413C4DC5,LNR-202605194,1,COMP-202600010,,4,Data Dashboard,Developed and maintained a key system feature.,2024-08-03,2024-12-27,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ15C1C307A4C94594,LNR-202605196,1,COMP-202600005,KBTG,6,E-Commerce App,Developed and maintained a key system feature.,2024-08-13,2025-01-04,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ8C86D5C42EE1482A,LNR-202605196,2,,LINE Thailand,2,Data Dashboard,Developed and maintained a key system feature.,2024-03-20,2024-08-01,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ68EDBBA14B04417C,LNR-202605197,1,COMP-202600009,LINE Thailand,10,E-Commerce App,Developed and maintained a key system feature.,2024-05-31,2024-09-23,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJF60446231B764B66,LNR-202605198,1,COMP-202600001,KBTG,9,E-Commerce App,Developed and maintained a key system feature.,2024-08-31,2025-01-12,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJF1CE7FE8873E4BC8,LNR-202605199,1,COMP-202600003,AIS,9,HR Platform,Developed and maintained a key system feature.,2025-06-21,2025-07-27,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJCFEDDE80DD9A42D7,LNR-202605199,2,COMP-202600007,AIS,4,E-Commerce App,Developed and maintained a key system feature.,2025-06-12,2025-09-22,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJFECE64B3F7724561,LNR-202605201,1,COMP-202600001,Agoda,5,HR Platform,Developed and maintained a key system feature.,2024-03-12,2024-09-05,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ379C5E6657164B80,LNR-202605202,1,COMP-202600007,Agoda,4,API Gateway,Developed and maintained a key system feature.,2024-05-28,2024-10-21,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJCF8D54F02C9A4440,LNR-202605202,2,COMP-202600001,,10,E-Commerce App,Developed and maintained a key system feature.,2024-02-21,2024-06-27,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJEDEBEC0A89134FB7,LNR-202605203,1,COMP-202600006,PTT,1,HR Platform,Developed and maintained a key system feature.,2024-07-25,2025-01-20,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJE479A6AC0AB74528,LNR-202605203,2,COMP-202600005,PTT,9,Data Dashboard,Developed and maintained a key system feature.,2025-07-14,2025-09-17,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ89E2A96713764591,LNR-202605206,1,COMP-202600005,PTT,4,API Gateway,Developed and maintained a key system feature.,2025-07-08,2025-09-02,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJBF973E1FBA484C43,LNR-202605209,1,COMP-202600005,PTT,6,API Gateway,Developed and maintained a key system feature.,2024-03-18,2024-09-03,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJB2F766567DFC41DB,LNR-202605211,1,COMP-202600007,SCBX,3,Data Dashboard,Developed and maintained a key system feature.,2024-05-04,2024-07-19,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ2FDF9358CF2C482C,LNR-202605212,1,COMP-202600008,Bangchak,6,Data Dashboard,Developed and maintained a key system feature.,2025-07-06,2025-12-10,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ764803EDC5A347CD,LNR-202605212,2,COMP-202600005,SCBX,6,Data Dashboard,Developed and maintained a key system feature.,2024-12-20,2025-05-08,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ2DB5901219954779,LNR-202605216,1,COMP-202600008,Google Thailand,9,API Gateway,Developed and maintained a key system feature.,2025-07-12,2025-08-16,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ6CCCD9A46E92463F,LNR-202605216,2,COMP-202600006,AIS,4,Data Dashboard,Developed and maintained a key system feature.,2024-11-09,2025-04-29,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ7DD86E9BD7FF4304,LNR-202605217,1,,True Corporation,7,HR Platform,Developed and maintained a key system feature.,2025-01-10,2025-02-25,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ9709EE2D33174F29,LNR-202605217,2,COMP-202600002,PTT,2,HR Platform,Developed and maintained a key system feature.,2024-11-05,2024-12-20,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJCAC57044415A4792,LNR-202605218,1,COMP-202600002,AIS,6,E-Commerce App,Developed and maintained a key system feature.,2024-04-25,2024-07-31,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ9295457D655948E6,LNR-202605219,1,COMP-202600010,Agoda,8,Data Dashboard,Developed and maintained a key system feature.,2024-02-21,2024-06-13,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ75A9C7370BAA4143,LNR-202605219,2,COMP-202600007,LINE Thailand,10,E-Commerce App,Developed and maintained a key system feature.,2025-01-01,2025-06-28,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ769D4BF422A34C14,LNR-202605221,1,COMP-202600005,SCBX,5,Data Dashboard,Developed and maintained a key system feature.,2024-12-22,2025-06-17,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJD9392ECFECB94EC9,LNR-202605221,2,COMP-202600005,True Corporation,7,API Gateway,Developed and maintained a key system feature.,2024-12-11,2025-05-22,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJB0FF69F0B2E846A3,LNR-202605224,1,COMP-202600002,AIS,3,Data Dashboard,Developed and maintained a key system feature.,2025-07-05,2025-12-17,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ5212A3D6152E4CCA,LNR-202605224,2,COMP-202600010,SCBX,4,HR Platform,Developed and maintained a key system feature.,2024-05-26,2024-08-15,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJDB12BCE9E066480A,LNR-202605225,1,COMP-202600004,Agoda,1,HR Platform,Developed and maintained a key system feature.,2025-01-04,2025-04-21,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ112DEF03F13241A2,LNR-202605225,2,,Google Thailand,2,E-Commerce App,Developed and maintained a key system feature.,2025-02-21,2025-05-07,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJE5AF9A8D3E074F72,LNR-202605226,1,COMP-202600003,AIS,10,E-Commerce App,Developed and maintained a key system feature.,2024-09-01,2025-02-24,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJE7C429BE19B54ED8,LNR-202605227,1,COMP-202600003,Agoda,3,API Gateway,Developed and maintained a key system feature.,2024-03-03,2024-06-17,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ60EA74A47A9D44BB,LNR-202605230,1,COMP-202600004,,9,HR Platform,Developed and maintained a key system feature.,2025-06-16,2025-10-06,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJE8B6E2529F72472C,LNR-202605231,1,,Bangchak,2,E-Commerce App,Developed and maintained a key system feature.,2024-12-07,2025-04-08,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJB21C5533388F4D4E,LNR-202605231,2,,KBTG,8,Data Dashboard,Developed and maintained a key system feature.,2024-11-04,2025-04-09,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJE4D896B74B4B49F8,LNR-202605232,1,COMP-202600005,KBTG,7,HR Platform,Developed and maintained a key system feature.,2025-02-17,2025-04-04,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ12F598EA81B3429C,LNR-202605232,2,COMP-202600010,SCG,2,HR Platform,Developed and maintained a key system feature.,2025-06-26,2025-08-30,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ04C39ED04F60492C,LNR-202605234,1,COMP-202600001,Google Thailand,3,Data Dashboard,Developed and maintained a key system feature.,2024-04-18,2024-07-08,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJBD6F94E9073D4B7A,LNR-202605234,2,,AIS,6,Data Dashboard,Developed and maintained a key system feature.,2024-08-14,2025-01-31,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ417755A35B2149FC,LNR-202605239,1,COMP-202600005,AIS,4,API Gateway,Developed and maintained a key system feature.,2025-01-05,2025-06-01,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJD1353C32AAE54C6B,LNR-202605240,1,COMP-202600005,AIS,8,Data Dashboard,Developed and maintained a key system feature.,2024-11-17,2025-01-25,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJA9EF7433DD054D99,LNR-202605241,1,COMP-202600008,LINE Thailand,6,E-Commerce App,Developed and maintained a key system feature.,2025-02-24,2025-04-28,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJA3B9A028FB9743E0,LNR-202605241,2,COMP-202600003,,6,API Gateway,Developed and maintained a key system feature.,2025-03-08,2025-04-12,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ82813EAC8E4A4764,LNR-202605242,1,COMP-202600004,True Corporation,6,API Gateway,Developed and maintained a key system feature.,2024-10-15,2024-12-10,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ3E96DF74C0E44DCD,LNR-202605242,2,COMP-202600005,SCBX,9,E-Commerce App,Developed and maintained a key system feature.,2024-09-18,2025-01-09,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ43515D5908A84231,LNR-202605243,1,COMP-202600009,PTT,7,E-Commerce App,Developed and maintained a key system feature.,2025-06-11,2025-10-09,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJBE3EA772B14C44AE,LNR-202605243,2,COMP-202600004,SCBX,2,API Gateway,Developed and maintained a key system feature.,2025-08-21,2025-10-05,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJD89C555053CD4849,LNR-202605245,1,COMP-202600002,LINE Thailand,5,API Gateway,Developed and maintained a key system feature.,2025-01-14,2025-04-28,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ78141BBA8F9342A0,LNR-202605245,2,COMP-202600006,Google Thailand,9,Data Dashboard,Developed and maintained a key system feature.,2024-12-21,2025-02-21,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ7EB4813B4B724FD6,LNR-202605248,1,COMP-202600006,Bangchak,6,API Gateway,Developed and maintained a key system feature.,2024-04-06,2024-08-05,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ8BD944830B2647E6,LNR-202605248,2,COMP-202600007,LINE Thailand,3,Data Dashboard,Developed and maintained a key system feature.,2024-03-09,2024-05-28,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJB00FB8CDE389449A,LNR-202605249,1,COMP-202600002,Bangchak,7,API Gateway,Developed and maintained a key system feature.,2024-04-20,2024-07-27,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ7EB93F120E7E428D,LNR-202605249,2,COMP-202600009,SCG,10,API Gateway,Developed and maintained a key system feature.,2025-02-01,2025-03-18,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJA5241BF68148428A,LNR-202605250,1,COMP-202600005,SCBX,2,API Gateway,Developed and maintained a key system feature.,2024-02-21,2024-08-14,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJA8307B4E4C894F8B,LNR-202605254,1,COMP-202600010,SCBX,9,HR Platform,Developed and maintained a key system feature.,2025-06-18,2025-08-19,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ13878B8BBC0A427B,LNR-202605254,2,COMP-202600007,Bangchak,6,Data Dashboard,Developed and maintained a key system feature.,2024-05-26,2024-11-11,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ4E401A664212479E,LNR-202605255,1,COMP-202600006,SCG,5,E-Commerce App,Developed and maintained a key system feature.,2025-05-21,2025-07-18,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ04CDBFBCAF304195,LNR-202605255,2,COMP-202600006,True Corporation,7,Data Dashboard,Developed and maintained a key system feature.,2024-03-25,2024-07-15,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ8A5AA7FE98194365,LNR-202605256,1,COMP-202600001,AIS,6,HR Platform,Developed and maintained a key system feature.,2025-04-27,2025-08-20,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ7F0A9C260A05418E,LNR-202605260,1,COMP-202600004,AIS,4,Data Dashboard,Developed and maintained a key system feature.,2025-07-15,2025-08-22,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ845B624E221A4EBB,LNR-202605260,2,COMP-202600006,,1,E-Commerce App,Developed and maintained a key system feature.,2024-03-30,2024-09-19,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ7F18855AC4D34835,LNR-202605261,1,COMP-202600001,AIS,9,Data Dashboard,Developed and maintained a key system feature.,2025-04-12,2025-09-11,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ5F60AEA994AC4CD2,LNR-202605266,1,COMP-202600002,KBTG,10,Data Dashboard,Developed and maintained a key system feature.,2025-05-08,2025-06-08,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ28F0D0F8880F43F1,LNR-202605268,1,COMP-202600007,SCG,7,Data Dashboard,Developed and maintained a key system feature.,2024-04-11,2024-09-02,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ92868856B8C1465F,LNR-202605269,1,COMP-202600010,Google Thailand,2,E-Commerce App,Developed and maintained a key system feature.,2025-01-23,2025-07-04,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ130DD923EC10477F,LNR-202605270,1,COMP-202600010,Bangchak,5,HR Platform,Developed and maintained a key system feature.,2024-12-05,2025-02-08,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ916C1B6E0D0D4E30,LNR-202605270,2,,Google Thailand,3,Data Dashboard,Developed and maintained a key system feature.,2024-10-24,2025-01-19,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ094CFA67C09D4EBA,LNR-202605274,1,COMP-202600006,SCBX,6,Data Dashboard,Developed and maintained a key system feature.,2024-07-08,2024-08-14,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ880D4770070E4758,LNR-202605274,2,,SCG,4,HR Platform,Developed and maintained a key system feature.,2024-11-24,2025-01-25,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ721B31C991FF45F3,LNR-202605275,1,COMP-202600006,True Corporation,1,E-Commerce App,Developed and maintained a key system feature.,2024-09-28,2025-01-11,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ30B87B85DDD945C0,LNR-202605277,1,COMP-202600002,SCBX,10,Data Dashboard,Developed and maintained a key system feature.,2024-08-23,2024-12-25,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJE5383C7A9C944F31,LNR-202605277,2,COMP-202600003,LINE Thailand,5,Data Dashboard,Developed and maintained a key system feature.,2024-03-15,2024-06-01,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ837484D4046542CB,LNR-202605281,1,COMP-202600005,SCBX,7,HR Platform,Developed and maintained a key system feature.,2024-10-20,2024-12-29,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ4A57A9D6A8464533,LNR-202605283,1,COMP-202600002,True Corporation,3,E-Commerce App,Developed and maintained a key system feature.,2024-09-22,2024-10-30,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ4EEA7AEDFD634A87,LNR-202605286,1,COMP-202600004,AIS,7,HR Platform,Developed and maintained a key system feature.,2025-03-26,2025-07-04,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ06A6AC1717534FC6,LNR-202605286,2,COMP-202600007,,7,API Gateway,Developed and maintained a key system feature.,2024-11-06,2024-12-07,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJF984E55C19354E28,LNR-202605293,1,COMP-202600005,PTT,1,API Gateway,Developed and maintained a key system feature.,2024-03-20,2024-07-06,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ5F49B8DF29B94E16,LNR-202605293,2,COMP-202600003,Bangchak,7,E-Commerce App,Developed and maintained a key system feature.,2025-05-11,2025-10-14,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ2D7D1C9091A24082,LNR-202605294,1,,AIS,9,API Gateway,Developed and maintained a key system feature.,2024-10-04,2024-11-24,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJEE8407F8BCEA4A3F,LNR-202605300,1,COMP-202600009,LINE Thailand,4,Data Dashboard,Developed and maintained a key system feature.,2024-08-05,2024-10-28,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ80D38A041705424D,LNR-202605301,1,,Agoda,9,HR Platform,Developed and maintained a key system feature.,2025-02-13,2025-06-12,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ2E84F896C7D84927,LNR-202605301,2,COMP-202600008,LINE Thailand,6,E-Commerce App,Developed and maintained a key system feature.,2024-10-28,2025-02-24,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ22F27AF686384107,LNR-202605303,1,COMP-202600001,True Corporation,8,Data Dashboard,Developed and maintained a key system feature.,2025-02-05,2025-06-11,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJCC23D84240D240B4,LNR-202605305,1,COMP-202600006,SCG,6,Data Dashboard,Developed and maintained a key system feature.,2024-10-15,2025-02-10,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ769243CA9F0F4F67,LNR-202605308,1,COMP-202600002,,9,HR Platform,Developed and maintained a key system feature.,2024-04-10,2024-08-18,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ531E8B635AA04896,LNR-202605308,2,COMP-202600010,True Corporation,9,API Gateway,Developed and maintained a key system feature.,2025-02-14,2025-05-14,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJEF1280506845480E,LNR-202605310,1,COMP-202600007,PTT,9,E-Commerce App,Developed and maintained a key system feature.,2024-12-08,2025-02-01,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ2563E30040E540C7,LNR-202605312,1,COMP-202600009,Agoda,1,E-Commerce App,Developed and maintained a key system feature.,2025-07-30,2025-12-21,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJE3C6160DECFE457B,LNR-202605312,2,COMP-202600007,AIS,7,API Gateway,Developed and maintained a key system feature.,2024-09-30,2024-11-30,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ415C072656004F16,LNR-202605313,1,COMP-202600008,Bangchak,7,E-Commerce App,Developed and maintained a key system feature.,2024-11-20,2025-04-16,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ9B91C8095B5444A3,LNR-202605314,1,COMP-202600002,SCBX,5,API Gateway,Developed and maintained a key system feature.,2024-12-05,2025-02-23,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJA0F7451CF9F14714,LNR-202605314,2,COMP-202600008,,9,E-Commerce App,Developed and maintained a key system feature.,2025-07-11,2025-10-08,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJDC7533C42CB849E7,LNR-202605316,1,COMP-202600007,KBTG,7,Data Dashboard,Developed and maintained a key system feature.,2025-03-04,2025-08-29,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ4D7D983C669946EC,LNR-202605319,1,COMP-202600005,True Corporation,10,HR Platform,Developed and maintained a key system feature.,2024-05-28,2024-07-15,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ5C0DAD4EFA014C56,LNR-202605319,2,COMP-202600010,Agoda,2,HR Platform,Developed and maintained a key system feature.,2024-07-11,2024-11-29,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJDFBC6921FD9F4DB1,LNR-202605323,1,COMP-202600005,Google Thailand,5,API Gateway,Developed and maintained a key system feature.,2025-03-19,2025-08-31,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ0F02AC8F73774B9A,LNR-202605324,1,COMP-202600010,,4,E-Commerce App,Developed and maintained a key system feature.,2025-05-28,2025-08-12,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ85890035892544A5,LNR-202605326,1,COMP-202600001,Bangchak,4,HR Platform,Developed and maintained a key system feature.,2024-08-07,2024-09-07,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJC01ED661E41A4C39,LNR-202605326,2,,Agoda,8,API Gateway,Developed and maintained a key system feature.,2025-03-08,2025-08-01,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJBFA8753C56A240E0,LNR-202605331,1,COMP-202600005,PTT,7,E-Commerce App,Developed and maintained a key system feature.,2025-01-28,2025-04-03,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ0EAA1FCCC6E14A12,LNR-202605332,1,COMP-202600007,SCG,3,Data Dashboard,Developed and maintained a key system feature.,2024-08-22,2025-02-16,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ9A558903C79E4FE7,LNR-202605336,1,,Bangchak,7,Data Dashboard,Developed and maintained a key system feature.,2025-03-23,2025-08-06,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJD0970D43EB824E98,LNR-202605336,2,COMP-202600007,Google Thailand,1,Data Dashboard,Developed and maintained a key system feature.,2024-05-07,2024-06-19,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJA26E0D59E04A4ADE,LNR-202605338,1,COMP-202600006,Google Thailand,2,E-Commerce App,Developed and maintained a key system feature.,2024-10-09,2025-02-07,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ0A60912538BF4177,LNR-202605339,1,,SCG,5,Data Dashboard,Developed and maintained a key system feature.,2025-03-30,2025-07-16,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ0AE87528C5174DD8,LNR-202605342,1,,SCG,4,E-Commerce App,Developed and maintained a key system feature.,2024-09-25,2025-01-29,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJ92726B48FA374FE5,LNR-202605342,2,COMP-202600009,AIS,5,HR Platform,Developed and maintained a key system feature.,2025-03-11,2025-06-04,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
PRJE5CC0A02CC3B4091,LNR-202605343,1,,,7,Data Dashboard,Developed and maintained a key system feature.,2025-04-20,2025-09-29,,SYSTEM_ADMIN,2026-02-20 16:25:38,SYSTEM_ADMIN,2026-02-20 16:25:38
